SN,MN,VC,Purchase-Price
Ap0805204447203,A2651,ApA2651128Si,33400
Ap2094061245820,A2651,ApA2651128Si,33400
Ap6408277282753,A2651,ApA2651128Si,33400
Ap3655578399451,A2651,ApA2651128Si,33400
Ap9324459542734,A2651,ApA2651128Si,33400
Ap7255773725296,A2651,ApA2651128Si,33400
Ap3365709294788,A2651,ApA2651128Si,33400
Ap9300613422073,A2651,ApA2651128Si,33400
Ap1861401516187,A2651,ApA2651128Si,33400
Ap8739902214210,A2651,ApA2651128Si,33400
Ap2557319372333,A2651,ApA2651128Si,33400
Ap6427263522024,A2651,ApA2651128Si,33400
Ap6642264580490,A2651,ApA2651128Si,33400
Ap9687098330626,A2651,ApA2651128Si,33400
Ap1385390242242,A2651,ApA2651128Si,33400
Ap8115237930790,A2651,ApA2651128Si,33400
Ap6787239409108,A2651,ApA2651128Si,33400
Ap4384141482474,A2651,ApA2651128Si,33400
Ap3658889613013,A2651,ApA2651128Si,33400
Ap6370709079205,A2651,ApA2651128Si,33400
Ap3386071144926,A2651,ApA2651128Si,33400
Ap0063313394470,A2651,ApA2651128Si,33400
Ap8471038936622,A2651,ApA2651128Si,33400
Ap8983876788460,A2651,ApA2651128Si,33400
Ap4157773000327,A2651,ApA2651128Si,33400
Ap7623775736973,A2651,ApA2651128Si,33400
Ap6963725023215,A2651,ApA2651128Si,33400
Ap6664607709883,A2651,ApA2651128Si,33400
Ap0078356728656,A2651,ApA2651128Si,33400
Ap9822912910149,A2651,ApA2651128Si,33400
Ap6823316301140,A2651,ApA2651128Si,33400
Ap0494295889595,A2651,ApA2651128Si,33400
Ap9305351632834,A2651,ApA2651128Si,33400
Ap9044117241696,A2651,ApA2651128Si,33400
Ap3518094717642,A2651,ApA2651256Si,37400
Ap5196743550998,A2651,ApA2651256Si,37400
Ap5643451979668,A2651,ApA2651256Si,37400
Ap5059012166133,A2651,ApA2651256Si,37400
Ap4730727326849,A2651,ApA2651256Si,37400
Ap6223807478998,A2651,ApA2651256Si,37400
Ap0932160928375,A2651,ApA2651256Si,37400
Ap5419274789507,A2651,ApA2651256Si,37400
Ap4476836835492,A2651,ApA2651256Si,37400
Ap6008477173612,A2651,ApA2651256Si,37400
Ap9332569193028,A2651,ApA2651256Si,37400
Ap6981107196493,A2651,ApA2651256Si,37400
Ap5684172481288,A2651,ApA2651256Si,37400
Ap6691258454223,A2651,ApA2651256Si,37400
Ap6010229868854,A2651,ApA2651256Si,37400
Ap5620973225357,A2651,ApA2651256Si,37400
Ap7265874332991,A2651,ApA2651256Si,37400
Ap9222969566745,A2651,ApA2651256Si,37400
Ap1800413680129,A2651,ApA2651256Si,37400
Ap9976013151141,A2651,ApA2651256Si,37400
Ap3638263467184,A2651,ApA2651256Si,37400
Ap4936706226038,A2651,ApA2651256Si,37400
Ap9091225347485,A2651,ApA2651256Si,37400
Ap9700636957411,A2651,ApA2651256Si,37400
Ap0504791783453,A2651,ApA2651256Si,37400
Ap1814765577584,A2651,ApA2651256Si,37400
Ap0773836378139,A2651,ApA2651256Si,37400
Ap3753773230830,A2651,ApA2651256Si,37400
Ap4394613637534,A2651,ApA2651256Si,37400
Ap5847467419371,A2651,ApA2651256Si,37400
Ap3083256314699,A2651,ApA2651256Si,37400
Ap9374513911275,A2651,ApA2651256Si,37400
Ap3406522236994,A2651,ApA2651256Si,37400
Ap9045675824993,A2651,ApA2651256Si,37400
Ap5747884392046,A2651,ApA2651256Si,37400
Ap0657599213026,A2651,ApA2651256Si,37400
Ap3128524891467,A2651,ApA2651256Si,37400
Ap7122563042332,A2651,ApA2651256Si,37400
Ap7541177850593,A2651,ApA2651256Si,37400
Ap2654187629889,A2651,ApA2651256Si,37400
Ap2549868500195,A2651,ApA2651256Si,37400
Ap8895204862907,A2651,ApA2651256Si,37400
Ap3692057240662,A2651,ApA2651256Si,37400
Ap7348810047735,A2651,ApA2651256Si,37400
Ap1258167022491,A2651,ApA2651256Si,37400
Ap0483599365417,A2651,ApA2651256Si,37400
Ap0010965067461,A2651,ApA2651256Si,37400
Ap4879439066371,A2651,ApA2651256Si,37400
Ap6091961391375,A2651,ApA2651256Si,37400
Ap3178816300688,A2651,ApA2651256Si,37400
Ap7235007573986,A2651,ApA2651512Si,46900
Ap8879679975578,A2651,ApA2651512Si,46900
Ap5403598655844,A2651,ApA2651512Si,46900
Ap8669961534228,A2651,ApA2651512Si,46900
Ap1118353366400,A2651,ApA2651512Si,46900
Ap8845748871068,A2651,ApA2651512Si,46900
Ap3115158797664,A2651,ApA2651512Si,46900
Ap4317988208080,A2651,ApA2651512Si,46900
Ap0181130558061,A2651,ApA2651512Si,46900
Ap9396991059452,A2651,ApA2651512Si,46900
Ap4813628692159,A2651,ApA2651512Si,46900
Ap5980830972012,A2651,ApA2651512Si,46900
Ap3054710792811,A2651,ApA2651512Si,46900
Ap9674353232665,A2651,ApA2651512Si,46900
Ap4576350860224,A2651,ApA2651512Si,46900
Ap2543162767103,A2651,ApA2651512Si,46900
Ap2708952280840,A2651,ApA2651512Si,46900
Ap0539452055366,A2651,ApA2651512Si,46900
Ap9215106444941,A2651,ApA2651512Si,46900
Ap8499020956079,A2651,ApA2651512Si,46900
Ap6991020260516,A2651,ApA2651512Si,46900
Ap0551918766870,A2651,ApA2651512Si,46900
Ap3200621180497,A2651,ApA2651512Si,46900
Ap3217001373430,A2651,ApA2651512Si,46900
Ap0125320535896,A2651,ApA2651512Si,46900
Ap6784716050732,A2651,ApA2651512Si,46900
Ap9672829496649,A2651,ApA2651512Si,46900
Ap0296579518307,A2651,ApA2651512Si,46900
Ap8197253921738,A2651,ApA2651512Si,46900
Ap9469193592686,A2651,ApA2651512Si,46900
Ap2008745460462,A2651,ApA2651512Si,46900
Ap1723505008837,A2651,ApA2651512Si,46900
Ap8528273520515,A2651,ApA2651512Si,46900
Ap6766572195308,A2651,ApA2651512Si,46900
Ap3875659288502,A2651,ApA2651512Si,46900
Ap4451587738042,A2651,ApA2651512Si,46900
Ap5203791351990,A2651,ApA2651512Si,46900
Ap3234584043069,A2651,ApA2651512Si,46900
Ap7883158489924,A2651,ApA2651512Si,46900
Ap1186673368077,A2651,ApA2651512Si,46900
Ap7225869932248,A2651,ApA2651512Si,46900
Ap7809610910741,A2651,ApA2651512Si,46900
Ap6932111710532,A2651,ApA2651512Si,46900
Ap4983691809636,A2651,ApA2651512Si,46900
Ap2727174738244,A2651,ApA2651512Si,46900
Ap2207725983915,A2651,ApA2651512Si,46900
Ap5838465898489,A2651,ApA2651512Si,46900
Ap3895676036948,A2651,ApA2651512Si,46900
Ap9138131342750,A2651,ApA2651512Si,46900
Ap0935723260382,A2651,ApA2651512Si,46900
Ap7386707441298,A2651,ApA26511024Si,55900
Ap0483353213245,A2651,ApA26511024Si,55900
Ap8554970685432,A2651,ApA26511024Si,55900
Ap0153385740945,A2651,ApA26511024Si,55900
Ap6513880074458,A2651,ApA26511024Si,55900
Ap2830831680368,A2651,ApA26511024Si,55900
Ap2386242373301,A2651,ApA26511024Si,55900
Ap7786372311287,A2651,ApA26511024Si,55900
Ap2412397106253,A2651,ApA26511024Si,55900
Ap5273366445389,A2651,ApA26511024Si,55900
Ap9905479669698,A2651,ApA26511024Si,55900
Ap3677189545474,A2651,ApA26511024Si,55900
Ap0865865307039,A2651,ApA26511024Si,55900
Ap7642232284922,A2651,ApA26511024Si,55900
Ap2032633644891,A2651,ApA26511024Si,55900
Ap6956319825814,A2651,ApA26511024Si,55900
Ap6322851747575,A2651,ApA26511024Si,55900
Ap3191851819723,A2651,ApA26511024Si,55900
Ap2914196828253,A2651,ApA26511024Si,55900
Ap3474346954927,A2651,ApA26511024Si,55900
Ap4550457131052,A2651,ApA26511024Si,55900
Ap2751519074856,A2651,ApA26511024Si,55900
Ap5257373519921,A2651,ApA26511024Si,55900
Ap2455420681033,A2651,ApA26511024Si,55900
Ap0691734638796,A2651,ApA26511024Si,55900
Ap8318864152774,A2651,ApA26511024Si,55900
Ap8154118399731,A2651,ApA26511024Si,55900
Ap9351975423246,A2651,ApA26511024Si,55900
Ap0899454220739,A2651,ApA26511024Si,55900
Ap0356160204285,A2651,ApA26511024Si,55900
Ap5415369484066,A2651,ApA26511024Si,55900
Ap3086018223126,A2651,ApA26511024Si,55900
Ap4375153842543,A2651,ApA26511024Si,55900
Ap1729016121621,A2651,ApA26511024Si,55900
Ap6981961688949,A2651,ApA26511024Si,55900
Ap3895717659118,A2651,ApA26511024Si,55900
Ap0428487915224,A2651,ApA26511024Si,55900
Ap1151699200374,A2651,ApA26511024Si,55900
Ap8040474721055,A2651,ApA26511024Si,55900
Ap2609600637732,A2651,ApA26511024Si,55900
Ap0463744404714,A2651,ApA26511024Si,55900
Ap5528386144158,A2651,ApA26511024Si,55900
Ap0717223414377,A2651,ApA26511024Si,55900
Ap7317799514811,A2651,ApA26511024Si,55900
Ap7779927725142,A2651,ApA26511024Si,55900
Ap7611622332950,A2651,ApA26511024Si,55900
Ap2820472781491,A2651,ApA26511024Si,55900
Ap0172004599149,A2651,ApA26511024Si,55900
Ap1702689499193,A2651,ApA26511024Si,55900
Ap9942794961120,A2651,ApA26511024Si,55900
Sa9638888117117,SM-S9180,SaSM-S9180256Ph,38900
Sa4248785944708,SM-S9180,SaSM-S9180256Ph,38900
Sa5354910281781,SM-S9180,SaSM-S9180256Ph,38900
Sa4691690633009,SM-S9180,SaSM-S9180256Ph,38900
Sa1472553693759,SM-S9180,SaSM-S9180256Ph,38900
Sa4870842645693,SM-S9180,SaSM-S9180256Ph,38900
Sa7568058498781,SM-S9180,SaSM-S9180256Ph,38900
Sa4981942989382,SM-S9180,SaSM-S9180256Ph,38900
Sa9347236373938,SM-S9180,SaSM-S9180256Ph,38900
Sa1255335816578,SM-S9180,SaSM-S9180256Ph,38900
Sa9671638304471,SM-S9180,SaSM-S9180256Ph,38900
Sa8983532809533,SM-S9180,SaSM-S9180256Ph,38900
Sa1909335831946,SM-S9180,SaSM-S9180256Ph,38900
Sa0484062326112,SM-S9180,SaSM-S9180256Ph,38900
Sa6786888191707,SM-S9180,SaSM-S9180256Ph,38900
Sa8002917877863,SM-S9180,SaSM-S9180256Ph,38900
Sa4200094254356,SM-S9180,SaSM-S9180256Ph,38900
Sa2109595645547,SM-S9180,SaSM-S9180256Ph,38900
Sa8985520789073,SM-S9180,SaSM-S9180256Ph,38900
Sa3033778068133,SM-S9180,SaSM-S9180256Ph,38900
Sa2901100113394,SM-S9180,SaSM-S9180256Ph,38900
Sa1403642311667,SM-S9180,SaSM-S9180256Ph,38900
Sa1957771627835,SM-S9180,SaSM-S9180256Ph,38900
Sa9066619749906,SM-S9180,SaSM-S9180256Ph,38900
Sa0350675441788,SM-S9180,SaSM-S9180256Ph,38900
Sa8124271711864,SM-S9180,SaSM-S9180256Ph,38900
Sa1017238340390,SM-S9180,SaSM-S9180256Ph,38900
Sa0132523443813,SM-S9180,SaSM-S9180256Ph,38900
Sa2484633104183,SM-S9180,SaSM-S9180256Ph,38900
Sa6376469220214,SM-S9180,SaSM-S9180256Ph,38900
Sa2073737977407,SM-S9180,SaSM-S9180256Ph,38900
Sa4753122828392,SM-S9180,SaSM-S9180256Ph,38900
Sa0362898176471,SM-S9180,SaSM-S9180256Ph,38900
Sa7649943054402,SM-S9180,SaSM-S9180256Ph,38900
Sa5456669403876,SM-S9180,SaSM-S9180256Ph,38900
Sa2818879236205,SM-S9180,SaSM-S9180256Ph,38900
Sa2542625745758,SM-S9180,SaSM-S9180256Ph,38900
Sa6720748208478,SM-S9180,SaSM-S9180256Ph,38900
Sa7420616770200,SM-S9180,SaSM-S9180256Ph,38900
Sa7439204396523,SM-S9180,SaSM-S9180256Ph,38900
Sa8731401772249,SM-S9180,SaSM-S9180256Ph,38900
Sa6197353780898,SM-S9180,SaSM-S9180256Ph,38900
Sa7119307871312,SM-S9180,SaSM-S9180256Ph,38900
Sa5351214112109,SM-S9180,SaSM-S9180256Ph,38900
Sa9244288363602,SM-S9180,SaSM-S9180256Ph,38900
Sa2089221177819,SM-S9180,SaSM-S9180256Ph,38900
Sa0269058684619,SM-S9180,SaSM-S9180256Ph,38900
Sa6314817948212,SM-S9180,SaSM-S9180256Ph,38900
Sa5953822259827,SM-S9180,SaSM-S9180256Ph,38900
Sa3400018169171,SM-S9180,SaSM-S9180256Ph,38900
Sa7851318070018,SM-S9180,SaSM-S9180256Gr,38900
Sa7540131180489,SM-S9180,SaSM-S9180256Gr,38900
Sa2785761005510,SM-S9180,SaSM-S9180256Gr,38900
Sa0789416505121,SM-S9180,SaSM-S9180256Gr,38900
Sa6830733366647,SM-S9180,SaSM-S9180256Gr,38900
Sa3615874610097,SM-S9180,SaSM-S9180256Gr,38900
Sa7137994063843,SM-S9180,SaSM-S9180256Gr,38900
Sa5057302107731,SM-S9180,SaSM-S9180256Gr,38900
Sa4192498753992,SM-S9180,SaSM-S9180256Gr,38900
Sa8511614901466,SM-S9180,SaSM-S9180256Gr,38900
Sa4949724492623,SM-S9180,SaSM-S9180256Gr,38900
Sa6872384337556,SM-S9180,SaSM-S9180256Gr,38900
Sa8162136802017,SM-S9180,SaSM-S9180256Gr,38900
Sa3001989728372,SM-S9180,SaSM-S9180256Gr,38900
Sa3704735304855,SM-S9180,SaSM-S9180256Gr,38900
Sa1071656016708,SM-S9180,SaSM-S9180256Gr,38900
Sa1639187943500,SM-S9180,SaSM-S9180256Gr,38900
Sa8579592297739,SM-S9180,SaSM-S9180256Gr,38900
Sa1886370160825,SM-S9180,SaSM-S9180256Gr,38900
Sa3975430240494,SM-S9180,SaSM-S9180256Gr,38900
Sa9199021134019,SM-S9180,SaSM-S9180256Gr,38900
Sa0495620249732,SM-S9180,SaSM-S9180256Gr,38900
Sa6903799158057,SM-S9180,SaSM-S9180256Gr,38900
Sa8425830449924,SM-S9180,SaSM-S9180256Gr,38900
Sa1601312442808,SM-S9180,SaSM-S9180256Gr,38900
Sa2781228478896,SM-S9180,SaSM-S9180256Gr,38900
Sa2609849976279,SM-S9180,SaSM-S9180256Gr,38900
Sa6326513340105,SM-S9180,SaSM-S9180256Gr,38900
Sa1292525670917,SM-S9180,SaSM-S9180256Gr,38900
Sa7362029300836,SM-S9180,SaSM-S9180256Gr,38900
Sa4986146610718,SM-S9180,SaSM-S9180256Gr,38900
Sa7252521271833,SM-S9180,SaSM-S9180256Gr,38900
Sa6117642991661,SM-S9180,SaSM-S9180256Gr,38900
Sa4676024044033,SM-S9180,SaSM-S9180256Gr,38900
Sa7941154540544,SM-S9180,SaSM-S9180256Gr,38900
Sa7132947160269,SM-S9180,SaSM-S9180256Gr,38900
Sa6763592410736,SM-S9180,SaSM-S9180256Gr,38900
Sa7261408369821,SM-S9180,SaSM-S9180256Gr,38900
Sa0862210022645,SM-S9180,SaSM-S9180256Gr,38900
Sa0936208115073,SM-S9180,SaSM-S9180256Gr,38900
Sa9043963642185,SM-S9180,SaSM-S9180256Gr,38900
Sa0855539015668,SM-S9180,SaSM-S9180256Gr,38900
Sa7031640140528,SM-S9180,SaSM-S9180256Gr,38900
Sa2301673599781,SM-S9180,SaSM-S9180256Gr,38900
Sa5733473999586,SM-S9180,SaSM-S9180256Gr,38900
Sa1526278950624,SM-S9180,SaSM-S9180256Gr,38900
Sa2209920997160,SM-S9180,SaSM-S9180256Gr,38900
Sa8375857948515,SM-S9180,SaSM-S9180256Gr,38900
Sa6345780712381,SM-S9180,SaSM-S9180256Gr,38900
Sa8878933688240,SM-S9180,SaSM-S9180256Gr,38900
Sa6828689268828,SM-S9180,SaSM-S9180256Cr,38900
Sa0888183432813,SM-S9180,SaSM-S9180256Cr,38900
Sa3312303483226,SM-S9180,SaSM-S9180256Cr,38900
Sa7376755351641,SM-S9180,SaSM-S9180256Cr,38900
Sa5935686981022,SM-S9180,SaSM-S9180256Cr,38900
Sa4687938881171,SM-S9180,SaSM-S9180256Cr,38900
Sa2085283528299,SM-S9180,SaSM-S9180256Cr,38900
Sa5438099536953,SM-S9180,SaSM-S9180256Cr,38900
Sa2612695614019,SM-S9180,SaSM-S9180256Cr,38900
Sa6469752156419,SM-S9180,SaSM-S9180256Cr,38900
Sa5815949651389,SM-S9180,SaSM-S9180256Cr,38900
Sa6364250518100,SM-S9180,SaSM-S9180256Cr,38900
Sa7927250550705,SM-S9180,SaSM-S9180256Cr,38900
Sa3076238805465,SM-S9180,SaSM-S9180256Cr,38900
Sa3234149671037,SM-S9180,SaSM-S9180256Cr,38900
Sa0553344705148,SM-S9180,SaSM-S9180256Cr,38900
Sa6920799788950,SM-S9180,SaSM-S9180256Cr,38900
Sa1166972913840,SM-S9180,SaSM-S9180256Cr,38900
Sa2259944943602,SM-S9180,SaSM-S9180256Cr,38900
Sa8526629694440,SM-S9180,SaSM-S9180256Cr,38900
Sa0741389179566,SM-S9180,SaSM-S9180256Cr,38900
Sa1549096134159,SM-S9180,SaSM-S9180256Cr,38900
Sa4165406928431,SM-S9180,SaSM-S9180256Cr,38900
Sa4111732611849,SM-S9180,SaSM-S9180256Cr,38900
Sa7802177612812,SM-S9180,SaSM-S9180256Cr,38900
Sa7659362294786,SM-S9180,SaSM-S9180256Cr,38900
Sa2401721580236,SM-S9180,SaSM-S9180256Cr,38900
Sa7708304657649,SM-S9180,SaSM-S9180256Cr,38900
Sa9887182543497,SM-S9180,SaSM-S9180256Cr,38900
Sa1514254883683,SM-S9180,SaSM-S9180256Cr,38900
Sa6892049385058,SM-S9180,SaSM-S9180256Cr,38900
Sa4682443019989,SM-S9180,SaSM-S9180256Cr,38900
Sa4143825605045,SM-S9180,SaSM-S9180256Cr,38900
Sa8722491756671,SM-S9180,SaSM-S9180256Cr,38900
Sa4135265317903,SM-S9180,SaSM-S9180256Cr,38900
Sa7169973590384,SM-S9180,SaSM-S9180256Cr,38900
Sa3301949767328,SM-S9180,SaSM-S9180256Cr,38900
Sa9103461747067,SM-S9180,SaSM-S9180256Cr,38900
Sa7552803509896,SM-S9180,SaSM-S9180256Cr,38900
Sa7592432185961,SM-S9180,SaSM-S9180256Cr,38900
Sa0817030422633,SM-S9180,SaSM-S9180256Cr,38900
Sa0693257454273,SM-S9180,SaSM-S9180256Cr,38900
Sa5671365848586,SM-S9180,SaSM-S9180256Cr,38900
Sa0016907997655,SM-S9180,SaSM-S9180256Cr,38900
Sa1934122999942,SM-S9180,SaSM-S9180256Cr,38900
Sa4488659212618,SM-S9180,SaSM-S9180256Cr,38900
Sa6793715515061,SM-S9180,SaSM-S9180256Cr,38900
Sa3665893898434,SM-S9180,SaSM-S9180256Cr,38900
Sa3477264705169,SM-S9180,SaSM-S9180256Cr,38900
Sa0451965735324,SM-S9180,SaSM-S9180256Cr,38900
Sa3628478861739,SM-S9180,SaSM-S9180256La,38900
Sa6500601362965,SM-S9180,SaSM-S9180256La,38900
Sa2091936417129,SM-S9180,SaSM-S9180256La,38900
Sa4188892096775,SM-S9180,SaSM-S9180256La,38900
Sa7553910814222,SM-S9180,SaSM-S9180256La,38900
Sa0484830234355,SM-S9180,SaSM-S9180256La,38900
Sa3380629222686,SM-S9180,SaSM-S9180256La,38900
Sa4537532980030,SM-S9180,SaSM-S9180256La,38900
Sa5820213511415,SM-S9180,SaSM-S9180256La,38900
Sa9868335331512,SM-S9180,SaSM-S9180256La,38900
Sa1656497905678,SM-S9180,SaSM-S9180256La,38900
Sa6574344418183,SM-S9180,SaSM-S9180256La,38900
Sa5408151801352,SM-S9180,SaSM-S9180256La,38900
Sa6453693294037,SM-S9180,SaSM-S9180256La,38900
Sa6148081103709,SM-S9180,SaSM-S9180256La,38900
Sa4176596139276,SM-S9180,SaSM-S9180256La,38900
Sa1513808199794,SM-S9180,SaSM-S9180256La,38900
Sa7761587210417,SM-S9180,SaSM-S9180256La,38900
Sa6517004736180,SM-S9180,SaSM-S9180256La,38900
Sa4228490596124,SM-S9180,SaSM-S9180256La,38900
Sa2802472964681,SM-S9180,SaSM-S9180256La,38900
Sa2042379626316,SM-S9180,SaSM-S9180256La,38900
Sa2095329757736,SM-S9180,SaSM-S9180256La,38900
Sa8006473495608,SM-S9180,SaSM-S9180256La,38900
Sa9400804042363,SM-S9180,SaSM-S9180256La,38900
Sa2384408673692,SM-S9180,SaSM-S9180256La,38900
Sa3594448149012,SM-S9180,SaSM-S9180256La,38900
Sa9771838477494,SM-S9180,SaSM-S9180256La,38900
Sa4619798513710,SM-S9180,SaSM-S9180256La,38900
Sa4300713812411,SM-S9180,SaSM-S9180256La,38900
Sa3239667035760,SM-S9180,SaSM-S9180256La,38900
Sa5114267431469,SM-S9180,SaSM-S9180256La,38900
Sa4014038789539,SM-S9180,SaSM-S9180256La,38900
Sa6633460707563,SM-S9180,SaSM-S9180256La,38900
Sa1738205634301,SM-S9180,SaSM-S9180256La,38900
Sa6067015937651,SM-S9180,SaSM-S9180256La,38900
Sa5737655582046,SM-S9180,SaSM-S9180256La,38900
Sa7674567629773,SM-S9180,SaSM-S9180256La,38900
Sa1610561503825,SM-S9180,SaSM-S9180256La,38900
Sa4413872727953,SM-S9180,SaSM-S9180256La,38900
Sa5232457722884,SM-S9180,SaSM-S9180256La,38900
Sa0806421132050,SM-S9180,SaSM-S9180256La,38900
Sa6633958972033,SM-S9180,SaSM-S9180256La,38900
Sa1768483592803,SM-S9180,SaSM-S9180256La,38900
Sa0325159677762,SM-S9180,SaSM-S9180256La,38900
Sa6524938610241,SM-S9180,SaSM-S9180256La,38900
Sa7715291506279,SM-S9180,SaSM-S9180256La,38900
Sa4608692895356,SM-S9180,SaSM-S9180256La,38900
Sa7206342368028,SM-S9180,SaSM-S9180256La,38900
Sa3238311244338,SM-S9180,SaSM-S9180256La,38900
Sa6855186842580,SM-S9180,SaSM-S9180256Gr,38900
Sa2412770872919,SM-S9180,SaSM-S9180256Gr,38900
Sa9453265982429,SM-S9180,SaSM-S9180256Gr,38900
Sa1940165814811,SM-S9180,SaSM-S9180256Gr,38900
Sa2309332335614,SM-S9180,SaSM-S9180256Gr,38900
Sa6363438309009,SM-S9180,SaSM-S9180256Gr,38900
Sa5868419290110,SM-S9180,SaSM-S9180256Gr,38900
Sa1607889575527,SM-S9180,SaSM-S9180256Gr,38900
Sa9561450410541,SM-S9180,SaSM-S9180256Gr,38900
Sa5113182842111,SM-S9180,SaSM-S9180256Gr,38900
Sa1163129995597,SM-S9180,SaSM-S9180256Gr,38900
Sa9499735984421,SM-S9180,SaSM-S9180256Gr,38900
Sa1548336160607,SM-S9180,SaSM-S9180256Gr,38900
Sa2317199731428,SM-S9180,SaSM-S9180256Gr,38900
Sa4623622276231,SM-S9180,SaSM-S9180256Gr,38900
Sa5546549185963,SM-S9180,SaSM-S9180256Gr,38900
Sa3823461473025,SM-S9180,SaSM-S9180256Gr,38900
Sa5729506414741,SM-S9180,SaSM-S9180256Gr,38900
Sa1498927941031,SM-S9180,SaSM-S9180256Gr,38900
Sa2054983236300,SM-S9180,SaSM-S9180256Gr,38900
Sa2073368107802,SM-S9180,SaSM-S9180256Gr,38900
Sa3219081489093,SM-S9180,SaSM-S9180256Gr,38900
Sa1340387931131,SM-S9180,SaSM-S9180256Gr,38900
Sa0895423605302,SM-S9180,SaSM-S9180256Gr,38900
Sa3472289749949,SM-S9180,SaSM-S9180256Gr,38900
Sa8659996063300,SM-S9180,SaSM-S9180256Gr,38900
Sa0658852659614,SM-S9180,SaSM-S9180256Gr,38900
Sa7537594492409,SM-S9180,SaSM-S9180256Gr,38900
Sa6066060739585,SM-S9180,SaSM-S9180256Gr,38900
Sa7169921917695,SM-S9180,SaSM-S9180256Gr,38900
Sa6333695641103,SM-S9180,SaSM-S9180256Gr,38900
Sa3481378180654,SM-S9180,SaSM-S9180256Gr,38900
Sa5539253296230,SM-S9180,SaSM-S9180256Gr,38900
Sa0515182820148,SM-S9180,SaSM-S9180256Gr,38900
Sa1467813074702,SM-S9180,SaSM-S9180256Gr,38900
Sa9931851943264,SM-S9180,SaSM-S9180256Gr,38900
Sa7887043539199,SM-S9180,SaSM-S9180256Gr,38900
Sa0831357716582,SM-S9180,SaSM-S9180256Gr,38900
Sa2233303096698,SM-S9180,SaSM-S9180256Gr,38900
Sa4608170710717,SM-S9180,SaSM-S9180256Gr,38900
Sa3050804627513,SM-S9180,SaSM-S9180256Gr,38900
Sa8784300560926,SM-S9180,SaSM-S9180256Gr,38900
Sa8750439777255,SM-S9180,SaSM-S9180256Gr,38900
Sa1689334546338,SM-S9180,SaSM-S9180256Gr,38900
Sa7364110015690,SM-S9180,SaSM-S9180256Gr,38900
Sa2599951434612,SM-S9180,SaSM-S9180256Gr,38900
Sa7465451909547,SM-S9180,SaSM-S9180256Gr,38900
Sa7635595121471,SM-S9180,SaSM-S9180256Gr,38900
Sa7267475909687,SM-S9180,SaSM-S9180256Gr,38900
Sa9555371817149,SM-S9180,SaSM-S9180256Gr,38900
Sa2593778002914,SM-S9180,SaSM-S9180256Sk,38900
Sa0673544582768,SM-S9180,SaSM-S9180256Sk,38900
Sa4925366083979,SM-S9180,SaSM-S9180256Sk,38900
Sa9249706963011,SM-S9180,SaSM-S9180256Sk,38900
Sa4948598620961,SM-S9180,SaSM-S9180256Sk,38900
Sa4655883820004,SM-S9180,SaSM-S9180256Sk,38900
Sa6388269095328,SM-S9180,SaSM-S9180256Sk,38900
Sa2542882737696,SM-S9180,SaSM-S9180256Sk,38900
Sa0957701227501,SM-S9180,SaSM-S9180256Sk,38900
Sa3171665061181,SM-S9180,SaSM-S9180256Sk,38900
Sa4373090958845,SM-S9180,SaSM-S9180256Sk,38900
Sa6439652810934,SM-S9180,SaSM-S9180256Sk,38900
Sa3565201025546,SM-S9180,SaSM-S9180256Sk,38900
Sa9874406200770,SM-S9180,SaSM-S9180256Sk,38900
Sa2328824537357,SM-S9180,SaSM-S9180256Sk,38900
Sa8287485645587,SM-S9180,SaSM-S9180256Sk,38900
Sa0384773675143,SM-S9180,SaSM-S9180256Sk,38900
Sa8252867539155,SM-S9180,SaSM-S9180256Sk,38900
Sa7964760407444,SM-S9180,SaSM-S9180256Sk,38900
Sa8939014763127,SM-S9180,SaSM-S9180256Sk,38900
Sa5983321909230,SM-S9180,SaSM-S9180256Sk,38900
Sa6444086871275,SM-S9180,SaSM-S9180256Sk,38900
Sa3383993765387,SM-S9180,SaSM-S9180256Sk,38900
Sa8774711806735,SM-S9180,SaSM-S9180256Sk,38900
Sa2514225582399,SM-S9180,SaSM-S9180256Sk,38900
Sa2588710022706,SM-S9180,SaSM-S9180256Sk,38900
Sa7370508618916,SM-S9180,SaSM-S9180256Sk,38900
Sa1847990304176,SM-S9180,SaSM-S9180256Sk,38900
Sa7548019183302,SM-S9180,SaSM-S9180256Sk,38900
Sa8604026561650,SM-S9180,SaSM-S9180256Sk,38900
Sa3078202934632,SM-S9180,SaSM-S9180256Sk,38900
Sa3201074299366,SM-S9180,SaSM-S9180256Sk,38900
Sa8191807107790,SM-S9180,SaSM-S9180256Sk,38900
Sa4618942448440,SM-S9180,SaSM-S9180256Sk,38900
Sa0424865334349,SM-S9180,SaSM-S9180256Sk,38900
Sa9839653278218,SM-S9180,SaSM-S9180256Sk,38900
Sa8167150341683,SM-S9180,SaSM-S9180256Sk,38900
Sa2745112627075,SM-S9180,SaSM-S9180256Sk,38900
Sa2985515356648,SM-S9180,SaSM-S9180256Sk,38900
Sa4625286664807,SM-S9180,SaSM-S9180256Sk,38900
Sa3749458861080,SM-S9180,SaSM-S9180256Sk,38900
Sa7429209937723,SM-S9180,SaSM-S9180256Sk,38900
Sa3431255485667,SM-S9180,SaSM-S9180256Sk,38900
Sa8747412731874,SM-S9180,SaSM-S9180256Sk,38900
Sa1100154826407,SM-S9180,SaSM-S9180256Sk,38900
Sa8725739502268,SM-S9180,SaSM-S9180256Sk,38900
